#doc name topic proportion ...
0	Italian_parliament_votes_to_back_same-sex_civil_unions$AAA$.html.txt	3	0.5044229978232717	2	0.49548757891085304	0	4.800091154089973E-5	1	4.142235433431361E-5	
1	138.html.txt	1	0.9787972716570764	3	0.008470363876109855	2	0.007493321155591698	0	0.005239043311222032	
2	20.html.txt	2	0.7399520586236213	0	0.2597018305867472	3	2.256635897047732E-4	1	1.2044719992678503E-4	
3	Che_Guevara_s___Motorcycle_Diaries___companion_dies$AAA$.html.txt	0	0.5327156730284476	3	0.4671832704466921	2	6.302871083347005E-5	1	3.8027814026945995E-5	
4	Robert_Kubica_wins_2008_Canadian_Grand_Prix$AAA$.html.txt	3	0.999876615498491	2	5.358712200269946E-5	0	3.746606441475989E-5	1	3.233131509134072E-5	
5	32.html.txt	3	0.6999388347705098	2	0.2999985645171633	0	3.3603013996291976E-5	1	2.8997698330568323E-5	
6	142.html.txt	0	0.6579622888234918	1	0.34196043224792355	3	4.100435731263796E-5	2	3.62745712718241E-5	
7	94.html.txt	2	0.9898431865988927	1	0.010062707105717513	3	5.8143620223062527E-5	0	3.596267516665056E-5	
8	162.html.txt	2	0.9999040551796119	3	4.45786122022647E-5	0	2.7572520318819744E-5	1	2.3793687867011812E-5	
9	7.html.txt	0	0.999902671292388	3	4.024511016961139E-5	2	3.5602902054022274E-5	1	2.1480695388282836E-5	
10	Twenty_dead_after_double_suicide_bombing_in_Iraq$AAA$.html.txt	3	0.8498036670156829	0	0.1500202342029347	2	1.098323852439003E-4	1	6.626639613851959E-5	
11	81.html.txt	3	0.6974108680127946	0	0.2839244559143827	2	0.018607405884476628	1	5.7270188346068355E-5	
12	More_than_100_reported_dead_after_Syrian_troops_move_against_protesters$AAA$.html.txt	3	0.6182837632583651	0	0.3381299492239024	2	0.04354146419512492	1	4.4823322607552076E-5	
13	Large_earthquake_off_Japan__tsunami_warning_issued$AAA$.html.txt	3	0.9524680006017895	0	0.04738610931187751	2	9.099129499703652E-5	1	5.4898791335913235E-5	
14	60.html.txt	1	0.9999253496681978	3	2.9822363594474126E-5	2	2.638240237382246E-5	0	1.8445565833969466E-5	
15	Six_killed_and_hundreds_injured_in_Bahrain$AAA$.html.txt	3	0.8229519136915848	0	0.1768803701720445	2	1.0460414976681596E-4	1	6.311198660384026E-5	
16	Man_with_knife_stabs_people_in_Finnish_city_of_Turku$AAA$.html.txt	3	0.9997917242989499	2	9.045621829232649E-5	0	6.324352520900756E-5	1	5.457595754877414E-5	
17	US_Senate_blocks_Alaska_refuge_drilling$AAA$.html.txt	3	0.5275431327198827	2	0.4723339897036036	0	6.595862522874292E-5	1	5.691895128494001E-5	
18	47.html.txt	2	0.4946314425330101	0	0.49237716468864046	3	0.008470363876109855	1	0.004521028902239614	
19	93.html.txt	2	0.9998100836664827	3	8.824037137696398E-5	0	5.4577953698790495E-5	1	4.7098008441501494E-5	
20	96.html.txt	1	0.5349187216528829	0	0.25539678308386526	2	0.11055850596507796	3	0.09912598929817394	
21	43.html.txt	2	0.8614875111677508	3	0.13844317439134854	0	3.720683105910587E-5	1	3.210760984140969E-5	
22	127.html.txt	1	0.818672845298092	0	0.18104478025819581	3	1.4982845645020664E-4	2	1.325459872620733E-4	
23	Indian_airliner_crashes__nearly_160_presumed_dead$AAA$.html.txt	3	0.9998668765501529	2	5.7816844588537166E-5	0	4.0423324535010006E-5	1	3.4883280723396695E-5	
24	57.html.txt	3	0.9402841397690305	1	0.05956033130356743	2	9.153273966093544E-5	0	6.399618774121326E-5	
25	48.html.txt	1	0.9938286851847424	3	0.0024654035666454932	2	0.002181023268093696	0	0.0015248879805183824	
26	Zimbabwe_opposition_claims_early_victory_in_election$AAA$.html.txt	2	0.5759794363527935	3	0.35379738429972335	0	0.07019604671019657	1	2.713263728646724E-5	
27	80.html.txt	2	0.5056170434567869	1	0.49405967286036395	3	1.9974098015494406E-4	0	1.235427026941718E-4	
28	3.html.txt	3	0.660830754389314	2	0.33260625588353027	0	0.0035229029744523804	1	0.0030400867527033346	
29	145.html.txt	2	0.6625219401608659	3	0.3373966320596027	0	4.3709068372835034E-5	1	3.771871115863348E-5	
30	U.S._launches_airstrikes_against_Basra_militants$AAA$.html.txt	0	0.6225719474191402	3	0.3773505084498578	2	4.836408748965147E-5	1	2.918004351221402E-5	
31	115.html.txt	1	0.8701568399638545	0	0.12945786591019	3	2.0443785001333407E-4	2	1.8085627594220378E-4	
32	123.html.txt	3	0.9999281661782716	2	3.119814662134891E-5	0	2.181254986744203E-5	1	1.882312523949068E-5	
33	Two_die_in_school_bus_accident_in_Missouri__several_others_injured$AAA$.html.txt	3	0.999737748008052	2	1.1389866082137269E-4	0	7.963358365977316E-5	1	6.871974746678949E-5	
34	136.html.txt	3	0.49560848525352824	0	0.49237716468864046	2	0.007493321155591698	1	0.004521028902239614	
35	Hurricane_Katrina_causes_upwards_of__12bn_of_damage__oil_prices_surge$AAA$.html.txt	3	0.6029424578171747	2	0.3969568878185639	0	5.4029577066193245E-5	1	4.66247871951769E-5	
36	15.html.txt	3	0.49560848525352824	2	0.4946314425330101	0	0.005239043311222032	1	0.004521028902239614	
37	41.html.txt	2	0.4946314425330101	0	0.49237716468864046	3	0.008470363876109855	1	0.004521028902239614	
38	114.html.txt	0	0.999527795437765	3	1.9525508039735975E-4	2	1.727327238921699E-4	1	1.0421675794535064E-4	
