#doc name topic proportion ...
0	Italian_parliament_votes_to_back_same-sex_civil_unions$AAA$.html.txt	1	0.9995162572992637	0	3.51720221075247E-4	2	1.3202247966100065E-4	
1	138.html.txt	0	0.9533496161719571	1	0.03307740581568767	2	0.013572978012355033	
2	20.html.txt	0	0.9986819923346748	1	9.34531955296338E-4	2	3.8347571002876266E-4	
3	Che_Guevara_s___Motorcycle_Diaries___companion_dies$AAA$.html.txt	1	0.9995558790180552	0	3.2291201441595586E-4	2	1.212089675287753E-4	
4	Robert_Kubica_wins_2008_Canadian_Grand_Prix$AAA$.html.txt	2	0.6756362192572882	1	0.3206070891672055	0	0.0037566915755063704	
5	32.html.txt	1	0.6842143024685922	0	0.3156932594584826	2	9.243807292529139E-5	
6	142.html.txt	2	0.7851127980323122	0	0.1958572693921396	1	0.019029932575548233	
7	94.html.txt	1	0.8458842257446834	0	0.15401684779476257	2	9.892646055416506E-5	
8	162.html.txt	1	0.7049867329255616	0	0.2949374127720682	2	7.585430237024489E-5	
9	7.html.txt	2	0.9996506632590028	0	1.824442043322161E-4	1	1.6689253666502804E-4	
10	Twenty_dead_after_double_suicide_bombing_in_Iraq$AAA$.html.txt	1	0.6068753011325526	0	0.39291356493874385	2	2.111339287035538E-4	
11	81.html.txt	1	0.567713664873285	0	0.4321038417825975	2	1.8249334411754947E-4	
12	More_than_100_reported_dead_after_Syrian_troops_move_against_protesters$AAA$.html.txt	1	0.5361126570617802	0	0.4637444874826812	2	1.4285545553851164E-4	
13	Large_earthquake_off_Japan__tsunami_warning_issued$AAA$.html.txt	0	0.8930035274110787	1	0.1068215300727914	2	1.749425161298154E-4	
14	60.html.txt	2	0.99974111525671	0	1.352048481029494E-4	1	1.236798951871476E-4	
15	Six_killed_and_hundreds_injured_in_Bahrain$AAA$.html.txt	1	0.7003106817113427	0	0.29948822602147535	2	2.0109226718193003E-4	
16	Man_with_knife_stabs_people_in_Finnish_city_of_Turku$AAA$.html.txt	1	0.5645305205926324	0	0.43529556487294335	2	1.7391453442423265E-4	
17	US_Senate_blocks_Alaska_refuge_drilling$AAA$.html.txt	1	0.9993354250829958	0	4.831999250304798E-4	2	1.8137499197376438E-4	
18	47.html.txt	0	0.4947546488805656	1	0.49167237310707934	2	0.013572978012355033	
19	93.html.txt	1	0.816876251609118	0	0.18297364803017588	2	1.5010036070613463E-4	
20	96.html.txt	0	0.5781123978440412	2	0.4217959742441028	1	9.162791185593272E-5	
21	43.html.txt	0	0.9235711986964533	1	0.07632645391954036	2	1.0234738400629709E-4	
22	127.html.txt	2	0.7318744809580016	0	0.24168282194088342	1	0.026442697101114968	
23	Indian_airliner_crashes__nearly_160_presumed_dead$AAA$.html.txt	0	0.5938782338804448	1	0.4060105751531574	2	1.1119096639785524E-4	
24	57.html.txt	2	0.7553167068335492	0	0.2442544225143504	1	4.2887065210038213E-4	
25	48.html.txt	0	0.9858333615818833	1	0.010044840139524709	2	0.004121798278591991	
26	Zimbabwe_opposition_claims_early_victory_in_election$AAA$.html.txt	0	0.5408806437682261	1	0.45903286132968385	2	8.649490209013323E-5	
27	80.html.txt	0	0.5170744704719389	2	0.45915730192053794	1	0.023768227607523177	
28	3.html.txt	1	0.9659037219263943	0	0.024790762617481418	2	0.009305515456124212	
29	145.html.txt	0	0.9914626708430945	1	0.008417104905317805	2	1.2022425158761995E-4	
30	U.S._launches_airstrikes_against_Basra_militants$AAA$.html.txt	0	0.6822504796629438	1	0.3176565012225423	2	9.301911451390453E-5	
31	115.html.txt	2	0.9630082725881355	0	0.036144964948383845	1	8.467624634805887E-4	
32	123.html.txt	1	0.9997801095138664	0	1.5987823749596456E-4	2	6.001224863762345E-5	
33	Two_die_in_school_bus_accident_in_Missouri__several_others_injured$AAA$.html.txt	1	0.5997320891321254	0	0.4000489676096443	2	2.189432582303158E-4	
34	136.html.txt	1	0.49167237310707934	2	0.47216794530374673	0	0.03615968158917396	
35	Hurricane_Katrina_causes_upwards_of__12bn_of_damage__oil_prices_surge$AAA$.html.txt	1	0.8890030019719369	0	0.11084840484607544	2	1.4859318198762157E-4	
36	15.html.txt	0	0.4947546488805656	2	0.47216794530374673	1	0.03307740581568767	
37	41.html.txt	1	0.49167237310707934	2	0.47216794530374673	0	0.03615968158917396	
38	114.html.txt	1	0.9987839760177137	0	8.841481705699382E-4	2	3.3187581171629013E-4	
39	Bush_Administration_changes_official_position_on_legitimacy_of_Qur_an_desecration_allegations$AAA$.html.txt	1	0.5968605576873593	0	0.4030826541729732	2	5.678813966748199E-5	
40	Tour_de_France__Alberto_Contador_wins_the_grand_tour$AAA$.html.txt	1	0.5374282222870851	2	0.46211647929643507	0	4.552984164798858E-4	
41	154.html.txt	0	0.999402254996893	1	4.238304686827228E-4	2	1.7391453442423265E-4	
42	73.html.txt	2	0.987605135839195	0	0.006473327492460423	1	0.005921536668344669	
43	Tanker_spills_1000s_of_tonnes_of_crude_oil_off_Nicobar_Islands$AAA$.html.txt	0	0.7837348134020468	1	0.2160971948913767	2	1.6799170657641422E-4	
44	91.html.txt	0	0.9995541926034093	1	3.160992678435385E-4	2	1.2970812874711762E-4	
45	Sweden_suspends_commercial_flights_to_Iraq_amid_allegations_of_attempted_shootdown$AAA$.html.txt	0	0.518307168728606	1	0.48157211666998	2	1.2071460141389935E-4	
46	72.html.txt	2	0.9996310270749689	0	1.926993752082032E-4	1	1.7627354982294822E-4	
47	118.html.txt	0	0.9940486565587241	1	0.005894555301608495	2	5.678813966748199E-5	
