#doc name topic proportion ...
0	Italian_parliament_votes_to_back_same-sex_civil_unions$AAA$.html.txt	3	0.5309458263926683	0	0.46828805491450887	4	4.1694552213869665E-4	1	2.0387033275351063E-4	2	1.453028379307232E-4	
1	138.html.txt	0	0.8711783037892404	3	0.05667369532599912	4	0.03926517676956398	1	0.01919916206936398	2	0.013683662045832632	
2	20.html.txt	4	0.9962640338815318	3	0.0017450141256648468	0	9.784718246634635E-4	1	5.911527176629935E-4	2	4.213274504767953E-4	
3	Che_Guevara_s___Motorcycle_Diaries___companion_dies$AAA$.html.txt	0	0.5077108156198866	3	0.4915857639745288	4	3.8282317222782723E-4	1	1.871858153254842E-4	2	1.334114180313504E-4	
4	Robert_Kubica_wins_2008_Canadian_Grand_Prix$AAA$.html.txt	2	0.6577731835809142	3	0.3414786256250339	4	3.255427617420873E-4	0	2.634701358273441E-4	1	1.5917789648254988E-4	
5	32.html.txt	3	0.7495257018089937	0	0.16254224766905062	4	0.08768750419025274	1	1.4278228169774926E-4	2	1.0176405000520936E-4	
6	142.html.txt	1	0.8130533645895256	3	0.1864709431918323	4	2.2045044021359414E-4	0	1.784162151708022E-4	2	7.682556325777497E-5	
7	94.html.txt	0	0.875387110667072	3	0.12069848838512108	4	0.0036527010740009503	1	1.527976512337256E-4	2	1.0890222257228784E-4	
8	162.html.txt	0	0.8173409172205129	4	0.1821124851646587	3	3.459011904659711E-4	1	1.1717981291923179E-4	2	8.351661144312526E-5	
9	7.html.txt	2	0.999190414144275	3	3.123016696376035E-4	4	2.1637163755095745E-4	0	1.7511513519658607E-4	1	1.0579741333991818E-4	
10	Twenty_dead_after_double_suicide_bombing_in_Iraq$AAA$.html.txt	3	0.7702877136101368	4	0.2286148206768022	0	5.393597046267979E-4	1	3.258591071824726E-4	2	2.322469012518431E-4	
11	81.html.txt	3	0.6597689530021436	4	0.222274697347646	0	0.06820751140883125	1	0.04954805671953641	2	2.007815218428729E-4	
12	More_than_100_reported_dead_after_Syrian_troops_move_against_protesters$AAA$.html.txt	3	0.5889356283278622	4	0.38138944456663443	0	0.02929713078925697	1	2.2058241346350612E-4	2	1.5721390278303592E-4	
13	Large_earthquake_off_Japan__tsunami_warning_issued$AAA$.html.txt	4	0.7916604913481367	3	0.20742994001602652	0	4.470159431171687E-4	1	2.700687776097063E-4	2	1.9248391510998767E-4	
14	60.html.txt	1	0.9994224899407654	3	2.314669863190952E-4	4	1.6036702886335554E-4	0	1.2978916395115604E-4	2	5.588688010087908E-5	
15	Six_killed_and_hundreds_injured_in_Bahrain$AAA$.html.txt	3	0.8151232882937557	4	0.18383137058021143	0	5.137425928311976E-4	1	3.103822943863E-4	2	2.2121623881541419E-4	
16	Man_with_knife_stabs_people_in_Finnish_city_of_Turku$AAA$.html.txt	3	0.9457244017601418	4	0.053371367991543676	0	4.443923430511445E-4	1	2.684837055923036E-4	2	1.913541996710491E-4	
17	US_Senate_blocks_Alaska_refuge_drilling$AAA$.html.txt	3	0.5455599567599628	0	0.45338788904082983	4	5.726149042813807E-4	1	2.7998667662062457E-4	2	1.9955261830545998E-4	
18	47.html.txt	3	0.4763736881414846	4	0.4589651695850495	0	0.03177831815826926	1	0.01919916206936398	2	0.013683662045832632	
19	93.html.txt	0	0.9984449617837758	3	6.841220437152955E-4	4	4.7397955654593425E-4	1	2.3175778316486393E-4	2	1.651788327981136E-4	
20	96.html.txt	2	0.515673797498529	4	0.4382793467072534	0	0.045817261212378176	3	1.714970784856342E-4	1	5.8097503353688E-5	
21	43.html.txt	4	0.6638046630538712	1	0.2247741666471829	3	0.08340179850024133	0	0.02790670631593176	2	1.1266548277283695E-4	
22	127.html.txt	1	0.8166658985709755	4	0.1812431196610385	3	0.00116025730515807	0	6.505844656269419E-4	2	2.801399972009261E-4	
23	Indian_airliner_crashes__nearly_160_presumed_dead$AAA$.html.txt	3	0.4997886749266612	4	0.49963296478101127	0	2.84240530455879E-4	1	1.7172652069645031E-4	2	1.2239324117517352E-4	
24	57.html.txt	2	0.665345274965835	3	0.33337777012926695	4	5.556115227097506E-4	0	4.4967070553868205E-4	1	2.716726766496883E-4	
25	48.html.txt	4	0.9608407813438228	3	0.018290687746666992	0	0.010256033089137438	1	0.006196276356930827	2	0.00441622146344188	
26	Zimbabwe_opposition_claims_early_victory_in_election$AAA$.html.txt	0	0.5142658792042961	3	0.3275137697858683	4	0.157991518147345	1	1.336077217200812E-4	2	9.522514077052158E-5	
27	80.html.txt	1	0.6757147105163258	0	0.20685703459246163	4	0.11550982768584143	3	0.0015453161261830028	2	3.7311107918814153E-4	
28	3.html.txt	1	0.6047750595515604	3	0.33554531982264907	4	0.027657376183890116	0	0.0223838263852125	2	0.009638418056688023	
29	145.html.txt	0	0.6050576781057411	4	0.38190007979073204	3	0.012724247303642848	1	1.8566634297590757E-4	2	1.3232845690812662E-4	
30	U.S._launches_airstrikes_against_Basra_militants$AAA$.html.txt	4	0.6504548929865556	3	0.3396385838186371	0	0.0065195660593260416	1	0.003284553829231265	2	1.024033062500152E-4	
31	115.html.txt	2	0.902204365184859	3	0.08356537849386945	1	0.012247744869928082	4	0.00109571837173489	0	8.867930796084568E-4	
32	123.html.txt	2	0.9992905083343869	3	2.7368985043159486E-4	4	1.8962025143086334E-4	0	1.5346454988818077E-4	1	9.271701386243674E-5	
33	Two_die_in_school_bus_accident_in_Missouri__several_others_injured$AAA$.html.txt	3	0.9981709585025237	4	6.91043793127507E-4	0	5.592795277143733E-4	1	3.3789385080693654E-4	2	2.4082432582748028E-4	
